"32876","# doc = Skazka.2.txt","","","","","","","","","","","","","","","",""
"32877","# speaker = R","","","","","","","","","","","","","","","",""
"32878","# sent = 2526","","","","","","","","","","","","","","","",""
"33329","","рассказывал","РАССКАЗЫВАТЬ","V ipf praet sg indic m -","","",", и папа _рассказывал_ » . ","л","а","в","ы","з","а","V","РАССКАЗЫВАТЬ","V ipf praet sg indic m -","�"
"33330","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33331","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33332","","","","","","","","","","","","","","","","",""
"33333","# sent = 2544","","","","","","","","","","","","","","","",""
"33334","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33335","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33336","","Ну","НУ","PART","",""," – « _Ну_ хорошо , рассказывай","у","н","","","","","PART","НУ","PART","�"
"33337","","хорошо","ХОРОШО","PART","","","– « Ну _хорошо_ , рассказывай »","о","ш","о","р","о","х","PART","ХОРОШО","PART","�"
"33338","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33339","","рассказывай","РАССКАЗЫВАТЬ","V ipf - sg imper - 2p","","","Ну хорошо , _рассказывай_ » . ","й","а","в","ы","з","а","V","РАССКАЗЫВАТЬ","V ipf - sg imper - 2p","�"
"33340","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33341","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33342","","","","","","","","","","","","","","","","",""
"33343","# sent = 2545","","","","","","","","","","","","","","","",""
"33344","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33345","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33346","","Жили","ЖИТЬ","V ipf praet pl indic - -","слитно",""," – « _Жили_ - были ..","и","л","и","ж","","","V","ЖИТЬ","V ipf praet pl indic - -","�"
"33347","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33348","","были","БЫТЬ","V ipf praet pl indic - -","","","« Жили - _были_ .. – начал","и","л","ы","б","","","V","БЫТЬ","V ipf praet pl indic - -","�"
"33349","","..","..","PUNCT","","","","","","","","","","PUNCT","","",""
"33350","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33351","","начал","НАЧАТЬ","V m pf praet sg indic 3p","","","были .. – _начал_ рассказывать , –","л","а","ч","а","н","","S","НАЧАЛО","S n inan gen pl","�"
"33352","","рассказывать","РАССКАЗЫВАТЬ","V ipf - - inf - -","","",".. – начал _рассказывать_ , – дед","ь","т","а","в","ы","з","V","РАССКАЗЫВАТЬ","V ipf - - inf - -","�"
"33353","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33354","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33355","","дед","ДЕД","S m anim nom sg","","","рассказывать , – _дед_ и баба .","д","е","д","","","","S","ДЕД","S m anim nom sg","�"
"33356","","и","И","CONJ","","",", – дед _и_ баба . ","и","","","","","","CONJ","И","CONJ","�"
"33357","","баба","БАБА","S f anim nom sg","","","– дед и _баба_ .  ","а","б","а","б","","","S","БАБА","S f anim nom sg","�"
"33358","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33359","","","","","","","","","","","","","","","","",""
"33360","# sent = 2546","","","","","","","","","","","","","","","",""
"33361","","У","У","PR","","",".   _У_ них была ","у","","","","","","PR","У","PR","�"
"33362","","них","ОНИ","SPRO pl - - loc","","","  У _них_ была  корочка","х","и","н","","","","SPRO","ОНИ","SPRO pl - - loc","�"
"33363","","была","БЫТЬ","V ipf praet sg indic f -","",""," У них _была_  корочка ","а","л","ы","б","","","V","БЫТЬ","V ipf praet sg indic f -","�"
"33364","<distinct form=""","","","","","","","","","","","","","","","",""
"33365","<dist>","корочка","","","","","","","","","","","","","","",""
"33366",""">","","","","","","","","","","","","","","","",""
"33367","","курочка","КУРОЧКА","S f anim nom sg","",""," корочка  _курочка_  Ряба .","а","к","ч","о","р","у","S","КУРОЧКА","S f anim nom sg","�"
"33368","</distinct>","","","","","","","","","","","","","","","",""
"33369","","Ряба","РЯБА","S zoon f anim nom sg","",""," курочка  _Ряба_ .  ","а","б","я","р","","","A","РЯБОЙ","A - - sg brev f -","�"
"33370","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33371","","","","","","","","","","","","","","","","",""
"33372","# sent = 2547","","","","","","","","","","","","","","","",""
"33373","","Снесла","СНЕСТИ","V pf praet sg indic f -","","",".   _Снесла_ курочка яичко –","а","л","с","е","н","с","V","СНЕСТИ","V pf praet sg indic f -","�"
"33374","","курочка","КУРОЧКА","S f anim nom sg","","","  Снесла _курочка_ яичко – оно","а","к","ч","о","р","у","S","КУРОЧКА","S f anim nom sg","�"
"33375","","яичко","ЯИЧКО","S n inan acc sg","",""," Снесла курочка _яичко_ – оно оказалось","о","к","ч","и","я","","S","ЯИЧКО","S n inan acc sg","�"
"33376","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33377","","оно","ОНО","SPRO sg 3p n nom","","","курочка яичко – _оно_ оказалось золотое .","о","н","о","","","","SPRO","ОНО","SPRO sg 3p n nom","�"
"33378","","оказалось","ОКАЗАТЬСЯ","V pf praet sg indic n -","","","яичко – оно _оказалось_ золотое . ","ь","с","о","л","а","з","V","ОКАЗАТЬСЯ","V pf praet sg indic n -","�"
"33379","","золотое","ЗОЛОТОЙ","A - nom sg plen n -","","","– оно оказалось _золотое_ .  ","е","о","т","о","л","о","A","ЗОЛОТОЙ","A - nom sg plen n -","�"
"33380","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33381","","","","","","","","","","","","","","","","",""
"33382","# sent = 2548","","","","","","","","","","","","","","","",""
"33383","","Начали","НАЧАТЬ","V pf praet pl indic - -","","",".   _Начали_ , это ,","и","л","а","ч","а","н","V","НАЧАТЬ","V pf praet pl indic - -","�"
"33384","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33385","","это","ЭТО","PART","",""," Начали , _это_ , дед бил","о","т","э","","","","SPRO","ЭТО","S n - nom sg","�"
"33386","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33387","","дед","ДЕД","S m anim nom sg","","",", это , _дед_ бил - бил","д","е","д","","","","S","ДЕД","S m anim nom sg","�"
"33388","","бил","БИТЬ","V ipf praet sg indic m -","слитно","","это , дед _бил_ - бил –","л","и","б","","","","V","БИТЬ","V ipf praet sg indic m -","�"
"33389","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33390","","бил","БИТЬ","V ipf praet sg indic m -","","","дед бил - _бил_ – не разбил","л","и","б","","","","V","БИТЬ","V ipf praet sg indic m -","�"
"33391","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33392","","не","НЕ","PART","","","- бил – _не_ разбил , баба","е","н","","","","","PART","НЕ","PART","�"
"33393","","разбил","РАЗБИТЬ","V pf praet sg indic m -","","","бил – не _разбил_ , баба била","л","и","б","з","а","р","V","РАЗБИТЬ","V pf praet sg indic m -","�"
"33394","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33395","","баба","БАБА","S f anim nom sg","","","не разбил , _баба_ била - била","а","б","а","б","","","S","БАБА","S f anim nom sg","�"
"33396","","била","БИТЬ","V ipf praet sg indic f -","слитно","","разбил , баба _била_ - била –","а","л","и","б","","","V","БИТЬ","V ipf praet sg indic f -","�"
"33397","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33398","","била","БИТЬ","V ipf praet sg indic f -","","","баба била - _била_ – не разбила","а","л","и","б","","","V","БИТЬ","V ipf praet sg indic f -","�"
"33399","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33400","","не","НЕ","PART","","","- била – _не_ разбила . ","е","н","","","","","PART","НЕ","PART","�"
"33401","","разбила","РАЗБИТЬ","V pf praet sg indic f -","","","била – не _разбила_ .  ","а","л","и","б","з","а","V","РАЗБИТЬ","V pf praet sg indic f -","�"
"33402","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33403","","","","","","","","","","","","","","","","",""
"33404","# sent = 2549","","","","","","","","","","","","","","","",""
"33405","","А","А","CONJ","","",".   _А_ какая-то маленькая мышь","а","","","","","","CONJ","А","CONJ","�"
"33406","","какая-то","КАКОЙ-ТО","APRO - nom sg plen f -","","","  А _какая-то_ маленькая мышь бежала","о","т","-","я","а","к","APRO","КАКОЙ-ТО","A - nom sg plen f -","�"
"33407","","маленькая","МАЛЕНЬКИЙ","A - nom sg plen f -","",""," А какая-то _маленькая_ мышь бежала ,","я","а","к","ь","н","е","A","МАЛЕНЬКИЙ","A - nom sg plen f -","�"
"33408","","мышь","МЫШЬ","S f anim nom sg","","","А какая-то маленькая _мышь_ бежала , хвостом","ь","ш","ы","м","","","S","МЫШЬ","S f anim nom sg","�"
"33409","","бежала","БЕЖАТЬ","V ipf praet sg indic f -","","","какая-то маленькая мышь _бежала_ , хвостом махнула","а","л","а","ж","е","б","V","БЕЖАТЬ","V ipf praet sg indic f -","�"
"33410","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33411","","хвостом","ХВОСТ","S m inan ins sg","","","мышь бежала , _хвостом_ махнула , яичко","м","о","т","с","о","в","S","ХВОСТ","S m inan ins sg","�"
"33412","","махнула","МАХНУТЬ","V pf praet sg indic f -","","","бежала , хвостом _махнула_ , яичко упало","а","л","у","н","х","а","V","МАХНУТЬ","V pf praet sg indic f -","�"
"33413","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33414","","яичко","ЯИЧКО","S n inan acc sg","","","хвостом махнула , _яичко_ упало и разбилось","о","к","ч","и","я","","S","ЯИЧКО","S n inan acc sg","�"
"33415","","упало","УПАСТЬ","V pf praet sg indic n -","","","махнула , яичко _упало_ и разбилось .","о","л","а","п","у","","V","УПАСТЬ","V pf praet sg indic n -","�"
"33416","","и","И","CONJ","","",", яичко упало _и_ разбилось . ","и","","","","","","CONJ","И","CONJ","�"
"33417","","разбилось","РАЗБИТЬСЯ","V pf praet sg indic n -","","","яичко упало и _разбилось_ .  ","ь","с","о","л","и","б","V","РАЗБИТЬСЯ","V pf praet sg indic n -","�"
"33418","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33419","","","","","","","","","","","","","","","","",""
"33420","# sent = 2550","","","","","","","","","","","","","","","",""
"33421","","Вот","ВОТ","PART","","",".   _Вот_ и начали реветь","т","о","в","","","","PART","ВОТ","PART","�"
"33422","","и","И","CONJ","","","  Вот _и_ начали реветь :","и","","","","","","CONJ","И","CONJ","�"
"33423","","начали","НАЧАТЬ","V pf praet pl indic - -","",""," Вот и _начали_ реветь : дед","и","л","а","ч","а","н","V","НАЧАТЬ","V pf praet pl indic - -","�"
"33424","","реветь","РЕВЕТЬ","V ipf - - inf - -","","","Вот и начали _реветь_ : дед ревел","ь","т","е","в","е","р","V","РЕВЕТЬ","V ipf - - inf - -","�"
"33425","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33426","","дед","ДЕД","S m anim nom sg","","","начали реветь : _дед_ ревел - ревел","д","е","д","","","","S","ДЕД","S m anim nom sg","�"
"33427","","ревел","РЕВЕТЬ","V ipf praet sg indic m -","слитно","","реветь : дед _ревел_ - ревел ,","л","е","в","е","р","","V","РЕВЕТЬ","V ipf praet sg indic m -","�"
"33428","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33429","","ревел","РЕВЕТЬ","V ipf praet sg indic m -","","","дед ревел - _ревел_ , баба начала","л","е","в","е","р","","V","РЕВЕТЬ","V ipf praet sg indic m -","�"
"33430","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33431","","баба","БАБА","S f anim nom sg","","","- ревел , _баба_ начала реветь .","а","б","а","б","","","S","БАБА","S f anim nom sg","�"
"33432","","начала","НАЧАЛО","S n inan acc pl","","","ревел , баба _начала_ реветь . ","а","л","а","ч","а","н","S","НАЧАЛО","S n inan acc pl","�"
"33433","","реветь","РЕВЕТЬ","V ipf - - inf - -","","",", баба начала _реветь_ .  ","ь","т","е","в","е","р","V","РЕВЕТЬ","V ipf - - inf - -","�"
"33434","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33435","","","","","","","","","","","","","","","","",""
"33436","# sent = 2551","","","","","","","","","","","","","","","",""
"33437","","Ревели","РЕВЕТЬ","V ipf praet pl indic - -","слитно","",".   _Ревели_ - ревели .","и","л","е","в","е","р","V","РЕВЕТЬ","V ipf praet pl indic - -","�"
"33438","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33439","","ревели","РЕВЕТЬ","V ipf praet pl indic - -","",""," Ревели - _ревели_ .  ","и","л","е","в","е","р","V","РЕВЕТЬ","V ipf praet pl indic - -","�"
"33440","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33441","","","","","","","","","","","","","","","","",""
"33442","# sent = 2552","","","","","","","","","","","","","","","",""
"33443","","Ну","НУ","PART","слитно","",".   _Ну_ что . ","у","н","","","","","PART","НУ","PART","�"
"33444","","что","ЧТО","SPRO inan sg","","","  Ну _что_ .  ","о","т","ч","","","","SPRO","ЧТО","S n - acc sg","�"
"33445","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33446","","","","","","","","","","","","","","","","",""
"33447","# sent = 2553","","","","","","","","","","","","","","","",""
"33448","","А","А","CONJ","","",".   _А_ курочка Ряба сказала","а","","","","","","CONJ","А","CONJ","�"
"33449","","курочка","КУРОЧКА","S f anim nom sg","","","  А _курочка_ Ряба сказала :","а","к","ч","о","р","у","S","КУРОЧКА","S f anim nom sg","�"
"33450","","Ряба","РЯБА","S zoon f anim nom sg","",""," А курочка _Ряба_ сказала : «","а","б","я","р","","","A","РЯБОЙ","A - - sg brev f -","�"
"33451","","сказала","СКАЗАТЬ","V pf praet sg indic f -","","","А курочка Ряба _сказала_ : « Да","а","л","а","з","а","к","V","СКАЗАТЬ","V pf praet sg indic f -","�"
"33452","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33453","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33454","","Да","ДА","PART","","","сказала : « _Да_ не плачьте вы","а","д","","","","","CONJ","ДА","CONJ","�"
"33455","","не","НЕ","PART","","",": « Да _не_ плачьте вы ,","е","н","","","","","PART","НЕ","PART","�"
"33456","","плачьте","ПЛАКАТЬ","V ipf - pl imper - 2p","","","« Да не _плачьте_ вы , не","е","т","ь","ч","а","л","V","ПЛАКАТЬ","V ipf - pl imper - 2p","�"
"33457","","вы","ВЫ","SPRO pl 2p - nom","","","Да не плачьте _вы_ , не плачьте","ы","в","","","","","SPRO","ВЫ","SPRO pl 2p - nom","�"
"33458","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33459","","не","НЕ","PART","","","плачьте вы , _не_ плачьте . ","е","н","","","","","PART","НЕ","PART","�"
"33460","","плачьте","ПЛАКАТЬ","V ipf - pl imper - 2p","","","вы , не _плачьте_ .  ","е","т","ь","ч","а","л","V","ПЛАКАТЬ","V ipf - pl imper - 2p","�"
"33461","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33462","","","","","","","","","","","","","","","","",""
"33463","# sent = 2554","","","","","","","","","","","","","","","",""
"33464","","Я","Я","SPRO sg 1p - nom","","",".   _Я_ снесу вам яичко","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33465","","снесу","СНЕСТИ","V pf fut sg indic - 1p","","","  Я _снесу_ вам яичко ,","у","с","е","н","с","","V","СНЕСТИ","V pf fut sg indic - 1p","�"
"33466","","вам","ВЫ","SPRO pl 2p - dat","",""," Я снесу _вам_ яичко , не","м","а","в","","","","SPRO","ВЫ","SPRO pl 2p - dat","�"
"33467","","яичко","ЯИЧКО","S n inan acc sg","","","Я снесу вам _яичко_ , не золотое","о","к","ч","и","я","","S","ЯИЧКО","S n inan acc sg","�"
"33468","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33469","","не","НЕ","PART","","","вам яичко , _не_ золотое , а","е","н","","","","","PART","НЕ","PART","�"
"33470","","золотое","ЗОЛОТОЙ","A - nom sg plen n -","","","яичко , не _золотое_ , а простое","е","о","т","о","л","о","A","ЗОЛОТОЙ","A - nom sg plen n -","�"
"33471","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33472","","а","А","CONJ","","","не золотое , _а_ простое » .","а","","","","","","CONJ","А","CONJ","�"
"33473","","простое","ПРОСТОЙ","A - nom sg plen n -","","","золотое , а _простое_ » . ","е","о","т","с","о","р","A","ПРОСТОЙ","A - nom sg plen n -","�"
"33474","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33475","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33476","","","","","","","","","","","","","","","","",""
"33477","# sent = 2555","","","","","","","","","","","","","","","",""
"33478","","А","А","PART","","",".   _А_ вот дальше он","а","","","","","","CONJ","А","CONJ","�"
"33479","","вот","ВОТ","PART","","","  А _вот_ дальше он рассказывает","т","о","в","","","","PART","ВОТ","PART","�"
"33480","","дальше","ДАЛЬШЕ","ADV","",""," А вот _дальше_ он рассказывает ,","е","ш","ь","л","а","д","ADV","ДАЛЕКО","ADV comp","�"
"33481","","он","ОН","SPRO sg 3p m nom","","","А вот дальше _он_ рассказывает , делает","н","о","","","","","SPRO","ОН","SPRO sg 3p m nom","�"
"33482","","рассказывает","РАССКАЗЫВАТЬ","V ipf praes sg indic - 3p","","","вот дальше он _рассказывает_ , делает вывод","т","е","а","в","ы","з","V","РАССКАЗЫВАТЬ","V ipf praes sg indic - 3p","�"
"33483","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33484","","делает","ДЕЛАТЬ","V ipf praes sg indic - 3p","","","он рассказывает , _делает_ вывод : «","т","е","а","л","е","д","V","ДЕЛАТЬ","V ipf praes sg indic - 3p","�"
"33485","","вывод","ВЫВОД","S m inan acc sg","","","рассказывает , делает _вывод_ : « Вот","д","о","в","ы","в","","S","ВЫВОД","S m inan nom sg","�"
"33486","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33487","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33488","","Вот","ВОТ","PART","","","вывод : « _Вот_ я до сих пор не","т","о","в","","","","PART","ВОТ","PART","�"
"33489","","я","Я","SPRO sg 1p - nom","","",": « Вот _я_ до сих пор не могу","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33490","","до сих пор","до сих пор","ADV -","","","« Вот я _до сих пор_ не могу понять","р","о","п"," ","х","и","ADV","до сих пор","ADV -","�"
"33491","","не","НЕ","PART","","","Вот я до сих пор _не_ могу понять ,","е","н","","","","","PART","НЕ","PART","�"
"33492","","могу","МОЧЬ","V ipf praes sg indic - 1p","","","я до сих пор не _могу_ понять , почему","у","г","о","м","","","V","МОЧЬ","V ipf praes sg indic - 1p","�"
"33493","","понять","ПОНЯТЬ","V pf - - inf - -","","","до сих пор не могу _понять_ , почему яйцо","ь","т","я","н","о","п","V","ПОНЯТЬ","V pf - - inf - -","�"
"33494","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33495","","почему","ПОЧЕМУ","ADV -","","","могу понять , _почему_ яйцо это разбилось","у","м","е","ч","о","п","ADV","ПОЧЕМУ","ADV -","�"
"33496","","яйцо","ЯЙЦО","S n inan nom sg","","","понять , почему _яйцо_ это разбилось .","о","ц","й","я","","","S","ЯЙЦО","S n inan nom sg","�"
"33497","","это","ЭТО","SPRO n - nom sg","","",", почему яйцо _это_ разбилось . ","о","т","э","","","","SPRO","ЭТО","S n - nom sg","�"
"33498","","разбилось","РАЗБИТЬСЯ","V pf praet sg indic n -","","","почему яйцо это _разбилось_ .  ","ь","с","о","л","и","б","V","РАЗБИТЬСЯ","V pf praet sg indic n -","�"
"33499","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33500","","","","","","","","","","","","","","","","",""
"33501","# sent = 2556","","","","","","","","","","","","","","","",""
"33502","","Не","НЕ","PART","","",".   _Не_ могу понять ,","е","н","","","","","PART","НЕ","PART","�"
"33503","","могу","МОЧЬ","V ipf praes sg indic - 1p","","","  Не _могу_ понять , ведь","у","г","о","м","","","V","МОЧЬ","V ipf praes sg indic - 1p","�"
"33504","","понять","ПОНЯТЬ","V pf - - inf - -","",""," Не могу _понять_ , ведь оно","ь","т","я","н","о","п","V","ПОНЯТЬ","V pf - - inf - -","�"
"33505","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33506","","ведь","ВЕДЬ","PART","","","могу понять , _ведь_ оно золотое было","ь","д","е","в","","","PART","ВЕДЬ","PART","�"
"33507","","оно","ОНО","SPRO sg 3p n nom","","","понять , ведь _оно_ золотое было »","о","н","о","","","","SPRO","ОНО","SPRO sg 3p n nom","�"
"33508","","золотое","ЗОЛОТОЙ","A - nom sg plen n -","","",", ведь оно _золотое_ было » .","е","о","т","о","л","о","A","ЗОЛОТОЙ","A - nom sg plen n -","�"
"33509","","было","БЫТЬ","V ipf praet sg indic n -","","","ведь оно золотое _было_ » . ","о","л","ы","б","","","V","БЫТЬ","V ipf praet sg indic n -","�"
"33510","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33511","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33512","","","","","","","","","","","","","","","","",""
"33513","# sent = 2557","","","","","","","","","","","","","","","",""
"33514","","Вот","ВОТ","PART","","",".   _Вот_ так , такая","т","о","в","","","","PART","ВОТ","PART","�"
"33515","","так","ТАК","ADV -","","","  Вот _так_ , такая эта","к","а","т","","","","ADV","ТАК","ADV -","�"
"33516","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33517","","такая","ТАКОЙ","APRO - nom sg plen f -","","","Вот так , _такая_ эта история была","я","а","к","а","т","","APRO","ТАКОЙ","A - nom sg plen f -","�"
"33518","","эта","ЭТОТ","APRO - nom sg plen f -","","","так , такая _эта_ история была ,","а","т","э","","","","APRO","ЭТОТ","A - nom sg plen f -","�"
"33519","","история","ИСТОРИЯ","S f inan nom sg","","",", такая эта _история_ была , я","я","и","р","о","т","с","S","ИСТОРИЯ","S f inan nom sg","�"
"33520","","была","БЫТЬ","V ipf praet sg indic f -","","","такая эта история _была_ , я всегда","а","л","ы","б","","","V","БЫТЬ","V ipf praet sg indic f -","�"
"33521","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33522","","я","Я","SPRO sg 1p - nom","","","история была , _я_ всегда вспоминаю её","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33523","","всегда","ВСЕГДА","ADV -","","","была , я _всегда_ вспоминаю её и","а","д","г","е","с","в","ADV","ВСЕГДА","ADV -","�"
"33524","","вспоминаю","ВСПОМИНАТЬ","V ipf praes sg indic - 1p","","",", я всегда _вспоминаю_ её и думаю","ю","а","н","и","м","о","V","ВСПОМИНАТЬ","V ipf praes sg indic - 1p","�"
"33525","","её","ОНА","SPRO sg 3p f acc","","","я всегда вспоминаю _её_ и думаю :","ё","е","","","","","SPRO","ОНА","SPRO sg 3p f acc","�"
"33526","","и","И","CONJ","","","всегда вспоминаю её _и_ думаю : «","и","","","","","","CONJ","И","CONJ","�"
"33527","","думаю","ДУМАТЬ","V ipf praes sg indic - 1p","","","вспоминаю её и _думаю_ : « Всё-таки","ю","а","м","у","д","","V","ДУМАТЬ","V ipf praes sg indic - 1p","�"
"33528","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33529","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33530","","Всё-таки","ВСЕ-ТАКИ","PART","","","думаю : « _Всё-таки_ какая логика была","и","к","а","т","-","ё","PART","ВСЕ-ТАКИ","PART","�"
"33531","","какая","КАКОЙ","APRO - nom sg plen f -","","",": « Всё-таки _какая_ логика была у","я","а","к","а","к","","APRO","КАКОЙ","A - nom sg plen f -","�"
"33532","","логика","ЛОГИКА","S f inan nom sg","","","« Всё-таки какая _логика_ была у этого","а","к","и","г","о","л","S","ЛОГИКА","S f inan nom sg","�"
"33533","","была","БЫТЬ","V ipf praet sg indic f -","","","Всё-таки какая логика _была_ у этого ребёнка","а","л","ы","б","","","V","БЫТЬ","V ipf praet sg indic f -","�"
"33534","","у","У","PR","","","какая логика была _у_ этого ребёнка »","у","","","","","","PR","У","PR","�"
"33535","","этого","ЭТОТ","APRO - gen sg plen m -","","","логика была у _этого_ ребёнка » .","о","г","о","т","э","","APRO","ЭТОТ","A - acc sg plen m anim","�"
"33536","","ребёнка","РЕБЕНОК","S m anim gen sg","","","была у этого _ребёнка_ » . ","а","к","н","ё","б","е","S","РЕБЕНОК","S m anim gen sg","�"
"33537","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33538","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
